entry_time,entry_price,direction,stop_loss,take_profit,lot_size,risk_amount,setup_type,status,moved_to_breakeven,exit_time,exit_price,exit_reason,pnl,pnl_pct,r_multiple,duration,duration_minutes,date,day_of_week,hour
2024-01-26 15:02:00+00:00,17419.51074371652,sell,17519.723126932407,17219.085977284747,21.0,1000.0,fvg,closed,False,2024-01-26 15:35:00+00:00,17475.68694808454,time_exit,-11.797002917284408,-0.011797002917284407,-0.5605714839352838,0 days 00:33:00,33.0,2024-01-26,Friday,15
2024-02-07 14:55:00+00:00,17650.224588325404,buy,17521.26286907593,17908.14802682435,21.0,999.8820299708271,breaker,closed,False,2024-02-07 15:35:00+00:00,17754.96074443842,time_exit,21.99459278373346,0.021997187792619076,0.8121491921987087,0 days 00:40:00,40.0,2024-02-07,Wednesday,14
2024-05-16 14:06:00+00:00,18603.998996396193,buy,18603.998996396193,18648.62696906313,21.0,1000.1019758986646,breaker,closed,True,2024-05-16 14:35:00+00:00,18627.51513871631,time_exit,4.938389887224584,0.0049378863418273735,0.0,0 days 00:29:00,29.0,2024-05-16,Thursday,14
2024-05-30 13:54:00+00:00,18673.69225411396,sell,18771.19770709756,18478.681348146765,21.0,1000.1513597975368,breaker,closed,False,2024-05-30 14:35:00+00:00,18621.19256675457,time_exit,11.024934345472285,0.011023265866182587,0.5384282186579161,0 days 00:41:00,41.0,2024-05-30,Thursday,13
2024-06-12 14:06:00+00:00,19454.465436359198,buy,19158.330818965293,20046.73467114701,21.0,1000.2616091409915,breaker,closed,False,2024-06-12 14:35:00+00:00,19503.96194953636,time_exit,10.39426776720371,0.010391549242932695,0.16714193569380104,0 days 00:29:00,29.0,2024-06-12,Wednesday,14
2024-07-03 14:00:00+00:00,20022.564382548306,buy,19968.41475880959,20130.863630025735,21.0,1000.3655518186636,breaker,closed,False,2024-07-03 14:35:00+00:00,20031.91471847446,time_exit,1.9635705444927225,0.001962853020001492,0.1726759168498293,0 days 00:35:00,35.0,2024-07-03,Wednesday,14
2024-12-04 15:00:00+00:00,21351.626357003475,buy,21190.86350583572,21673.152059338983,21.0,1000.3851875241085,breaker,closed,False,2024-12-04 15:35:00+00:00,21431.02289535584,time_exit,16.673273053996564,0.0166668531900816,0.49387366406879235,0 days 00:35:00,35.0,2024-12-04,Wednesday,15
